recon_mse
0.0018130419
0.0015944997
0.0023072017
0.0027809502
0.0016147346
0.0018262013
0.0018113698
0.0017204051
0.0033479026
0.0069842255
0.006744344
0.0034720476
0.0014701666
0.0026590424
0.002156083
0.001938421
0.0017153593
0.0016273387
0.0017020556
0.001864431
0.0041443626
0.0029420736
0.008207705
0.0026511042
0.0039210147
0.002561636
0.0018902428
0.00570839
0.001881026
0.0031478894
0.003250429
0.0025203566
0.0028496578
0.0032609182
0.002201907
0.0025563878
0.001121644
0.0048519843
0.0017776153
0.0017045935
0.0045463024
0.004900603
0.0024015484
0.0019285217
0.0032597827
0.021507585
0.0049704043
0.0035099657
0.002094253
0.0029420166
0.0018384504
0.0019208641
0.0017903227
0.002549491
0.006053924
0.003190825
0.0022720892
0.006840384
0.0048463396
0.002146699
0.002853272
0.0028931678
0.0018529334
0.0030787394
0.0043742396
0.0028973108
0.0025410424
0.002998763
0.0015989263
0.0013312136
0.0021893373
0.0036413788
0.0027115121
0.004282017
0.0034554454
0.0048433873
0.004458904
0.0014908919
0.002881102
0.0016266621
0.0025063672
0.0017941392
0.0027249595
0.0032147497
0.004056734
0.004600284
0.0031080078
0.0030023442
0.0011825168
0.0022642156
0.002756304
0.0038520545
0.005067868
0.0040006125
0.0025385758
0.004281493
0.0029735717
0.0028469216
0.0022506812
0.0027822722
0.0022978308
0.01091828
0.0028178298
0.0018090215
0.0026538286
0.0034917279
0.0016565818
0.0017544103
0.002767386
0.002674977
0.0034338017
0.0017365915
0.00547631
0.0030481396
0.0011856473
0.001886441
0.0018113786
0.0022493266
0.0021682512
0.0035632101
0.0022251229
0.0023455315
0.0022870742
0.0018270863
0.0020364844
0.0017646741
0.0025211552
0.0018904981
0.0021829417
0.0020846473
0.0033097803
0.0037708667
0.0014854817
0.0012036689
0.0027602687
0.0021728957
0.0031249234
0.0026903623
0.0027842522
0.0020500238
0.003328486
0.0021376377
0.0017376172
0.005967003
0.005711961
0.002804111
0.0039320397
0.0018237805
0.0048765666
0.0019789967
0.0019105895
0.0012088856
0.0023048043
0.0007488363
0.0028514056
0.0020841586
0.001610092
0.0024820718
0.0022319795
0.0031369298
0.0026894147
0.0035489232
0.0029906866
0.000994781
0.002569935
0.001479617
0.006800118
0.003240079
0.0024786333
0.0026618685
0.0012038668
0.005939193
0.0022089626
0.0026343071
0.0019872165
0.001513668
0.0033698177
0.0014959393
0.0019299121
0.002442607
0.0034063673
0.001711201
0.0031291198
0.0018487424
0.0014569244
0.0022911543
0.0016663654
0.0038172784
0.0032542874
0.0021958074
0.0025061066
0.0022786227
0.003692668
0.0044094366
0.0025939676
0.0029506823
0.0032340754
0.0031892366
0.0020634464
0.004840632
0.003567531
0.0026762257
0.002722269
0.0023794211
0.0028896113
0.002186846
0.0033477482
0.001810978
0.0038187725
0.005002481
0.002835
0.0017283265
0.0022769934
0.0013483356
0.0019037147
0.004046347
0.0052692583
0.0037428744
0.0044012163
0.0024342577
0.004280504
0.0021009701
0.0024896117
0.0019221366
0.0031798056
0.003311389
0.0037082874
0.0027526687
0.0016863304
0.008339277
0.0019775156
0.004063553
0.0036660563
0.0030645444
0.0023463843
0.0012941485
0.0015639128
0.0034633195
0.0027315528
0.0016904201
0.0022317974
0.0030198365
0.008462715
0.0071786237
0.0036312928
0.0018669841
0.0031687287
0.0016491368
0.0031458584
0.0026696252
0.0040681376
0.002994956
0.0022151168
0.0016485656
0.0022472895
0.003532907
